,genre,time,coherence,perplexity
0,meta,31.76366686820984,0.35004699999060584,-10.799085854830027
1,country,7.315662384033203,0.3215738580573807,-8.17681121507021
2,rap,12.06016492843628,0.32867027480674493,-9.33008385039852
3,rb,7.64744234085083,0.3490734737553447,-7.940668427258091
4,pop,7.286738872528076,0.3303374741913333,-9.113642110774611
5,rock,8.38888430595398,0.32263375572400954,-8.964240743153791
