,genre,time,coherence,perplexity
0,country,54.131587743759155,0.631875457328837,-8.0882225217099
1,rock,921.0782837867737,0.7041812661555008,-8.89001207025216
2,rb,135.08250617980957,0.6765593380012362,-8.15077835975152
3,rap,3342.377815246582,0.5870081218230075,-8.838316327322014
4,pop,3779.6505677700043,0.7023449067645771,-8.583953546600611
